step,tx_cost,fulfill
1,217.0,0.0
2,433.0,0.0
3,657.0,0.0025
4,884.0,0.0225
5,1098.0,0.11
6,1327.0,0.1475
7,1550.0,0.2175
8,1783.0,0.2425
9,2008.0,0.2575
10,2222.0,0.275
11,2458.0,0.2975
12,2713.0,0.315
13,2965.0,0.3425
14,3205.0,0.3725
15,3442.0,0.38
16,3699.0,0.3925
17,3955.0,0.4025
18,4201.0,0.4175
19,4456.0,0.4475
20,4699.0,0.4625
21,4932.0,0.4925
22,5179.0,0.5275
23,5441.0,0.555
24,5704.0,0.6
25,5985.0,0.6425
26,6283.0,0.6925
27,6581.0,0.715
28,6865.0,0.7475
29,7146.0,0.76
30,7412.0,0.7975
31,7682.0,0.855
32,7968.0,0.8875
